urban,sub_district,city,postal_code,province_code
KETAPANG II,RANTAU PANJANG,OGAN ILIR,30661,16
KETIAU,LUBUK KELIAT,OGAN ILIR,30868,16
KETUAN JAYA,MUARA BELITI,MUSI RAWAS,31661,16
KIJANG ULU,KAYU AGUNG,OGAN KOMERING ILIR,30618,16
KISAU,MUARADUA,OGAN KOMERING ULU SELATAN,32211,16
KIWIS RAYA,WARKUK RANAU SELATAN,OGAN KOMERING ULU SELATAN,32274,16
KOMPERTA,PLAJU,PALEMBANG,30268,16
KOSGORO,STL ULU TERAWAS,MUSI RAWAS,30771,16
KOTA AGUNG,KOTA AGUNG,LAHAT,31462,16
KOTA AGUNG,SEMENDO DARAT TENGAH,MUARA ENIM,31356,16
KOTA AGUNG,TIGA DIHAJI,OGAN KOMERING ULU SELATAN,32277,16
KOTA AMAN,BUAY RUNJUNG,OGAN KOMERING ULU SELATAN,32278,16
KOTA BARU BARAT,MARTAPURA,OGAN KOMERING ULU TIMUR,32315,16
KOTA BARU SELATAN,MARTAPURA,OGAN KOMERING ULU TIMUR,32315,16
KOTA BARU,BATUKUNING LAKITAN ULU (BTS) / CECAR,MUSI RAWAS,31652,16
KOTA BARU,LAHAT,LAHAT,31415,16
KOTA BARU,LUBAI,MUARA ENIM,31173,16
KOTA BARU,MARTAPURA,OGAN KOMERING ULU TIMUR,32311,16
KOTA BARU,MEKAKAU ILIR,OGAN KOMERING ULU SELATAN,32276,16
KOTA BARU,MESUJI,OGAN KOMERING ILIR,30681,16
KOTA BARU,PENUKAL UTARA,MUARA ENIM,31315,16
KOTA BATU,WARKUK RANAU SELATAN,OGAN KOMERING ULU SELATAN,32274,16
KOTA DALAM,MEKAKAU ILIR,OGAN KOMERING ULU SELATAN,32276,16
KOTA DARO I,RANTAU PANJANG,OGAN ILIR,30661,16
KOTA DARO II,RANTAU PANJANG,OGAN ILIR,30661,16
KOTA GADING,TEBING TINGGI,EMPAT LAWANG,31453,16
KOTA JAYA,LAHAT,LAHAT,31412,16
KOTA KARANG,BUAY SANDANG AJI,OGAN KOMERING ULU SELATAN,32277,16
KOTA MULYA,SEMENDAWAI TIMUR,OGAN KOMERING ULU TIMUR,32185,16
KOTA NEGARA,LAHAT,LAHAT,31414,16
KOTA NEGARA,MADANG SUKU II,OGAN KOMERING ULU TIMUR,32366,16
KOTA PADANG,KISAM TINGGI,OGAN KOMERING ULU SELATAN,32279,16
KOTA PADANG,SEMENDO DARAT TENGAH,MUARA ENIM,31356,16
KOTA RAYA DARAT,PAJAR BULAN,LAHAT,31356,16
KOTA RAYA LEMBAK,PAJAR BULAN,LAHAT,31356,16
KOTA RAYA,KAYU AGUNG,OGAN KOMERING ILIR,30617,16
KOTA RAYA,LAHAT,LAHAT,31419,16
KOTA TANAH,SEMENDAWAI TIMUR,OGAN KOMERING ULU TIMUR,32185,16
KOTA WAY,BUAY PEMACA,OGAN KOMERING ULU SELATAN,32265,16
KOTABUMI,TANJUNG LUBUK,OGAN KOMERING ILIR,30671,16
KRUJON,SEMENDAWAI SUKU III,OGAN KOMERING ULU TIMUR,32386,16
KUALA PUNTIAN,TANJUNG LAGO,BANYUASIN,30961,16
KUALA SUNGAI JERUJU,CENGAL,OGAN KOMERING ILIR,30658,16
KUALA SUNGAI PASIR,CENGAL,OGAN KOMERING ILIR,30658,16
KUALA / KUALO SUGIHAN,MUARA SUGIHAN,BANYUASIN,30975,16
KUANG ANYAR,MUARA KUANG,OGAN ILIR,30865,16
KUANG DALAM BARAT,RAMBANG KUANG,OGAN ILIR,30869,16
KUANG DALAM TIMUR,RAMBANG KUANG,OGAN ILIR,30869,16
KUBA,PULAU PINANG,LAHAT,31461,16
KUMBANG ILIR,KANDIS,OGAN ILIR,30867,16
KUMBANG PADANG PERMATA,AIR KUMBANG,BANYUASIN,30962,16
KUMBANG ULU,KANDIS,OGAN ILIR,30867,16
KUMPUL REJO,BUAY MADANG TIMUR,OGAN KOMERING ULU TIMUR,32361,16
KUNDURAN,ULU MUSI,EMPAT LAWANG,31594,16
KUNGKILAN (NUNGKILAN),PENDOPO BARAT,EMPAT LAWANG,31593,16
KUNGKILAN,SOSOH BUAY RAYAP,OGAN KOMERING ULU,32151,16
KUPANG,PAGAR GUNUNG,LAHAT,31461,16
KUPANG,TEBING TINGGI,EMPAT LAWANG,31453,16
KURIPAN BABAS,PAGAR ALAM UTARA,PAGAR ALAM,31514,16
KURIPAN II  /  DUA,TIGA DIHAJI,OGAN KOMERING ULU SELATAN,32277,16
KURIPAN,CEMPAKA,OGAN KOMERING ULU TIMUR,32384,16
KURIPAN,RAMBANG DANGKU,MUARA ENIM,31172,16
KURIPAN,TELUK GELAM,OGAN KOMERING ILIR,30673,16
KURIPAN,TIGA DIHAJI,OGAN KOMERING ULU SELATAN,32277,16
KURO,PAMPANGAN,OGAN KOMERING ILIR,30654,16
KURUNGAN NYAWA I,BUAY MADANG,OGAN KOMERING ULU TIMUR,32361,16
KURUNGAN NYAWA I,MARTAPURA,OGAN KOMERING ULU TIMUR,32381,16
KURUNGAN NYAWA II,BUAY MADANG,OGAN KOMERING ULU TIMUR,32361,16
KURUNGAN NYAWA III,BUAY MADANG,OGAN KOMERING ULU TIMUR,32361,16
KURUNGAN NYAWA,BUAY MADANG,OGAN KOMERING ULU TIMUR,32361,16
KURUP,LUBUK BATANG,OGAN KOMERING ULU,32192,16
KUTA PANDAN,LEMPUING,OGAN KOMERING ILIR,30657,16
KUTO BATU,ILIR TIMUR II,PALEMBANG,30111,16
KUTO TANJUNG,ULU RAWAS,MUSI RAWAS,31669,16
KUTOSARI,BELITANG III,OGAN KOMERING ULU TIMUR,32385,16
LABUHAN JAYA,MESUJI MAKMUR,OGAN KOMERING ILIR,30681,16
LAHAT TENGAH,LAHAT,LAHAT,31419,16
LAIS,LAIS,MUSI BANYUASIN,30757,16
LALANG SEMBAWA,SEMBAWA,BANYUASIN,30953,16
LAMBUR,TANJUNG AGUNG,MUARA ENIM,31355,16
LAMPAR BARU TALANG PADANG,TALANG PADANG,EMPAT LAWANG,31596,16
LAMPAR BARU,TEBING TINGGI,EMPAT LAWANG,31453,16
LANDUR,PENDOPO,EMPAT LAWANG,31593,16
LANGKAN,BANYUASIN III,BANYUASIN,30953,16
LANGKAP,BABAT SUPAT,MUSI BANYUASIN,30755,16
LAWANG AGUNG BARU,MUARAPAYANG,LAHAT,31591,16
LAWANG AGUNG LAMA,MUARAPAYANG,LAHAT,31591,16
LAWANG AGUNG MULAK,MULAK ULU,LAHAT,31453,16
LAWANG AGUNG,KOTA AGUNG,LAHAT,31462,16
LAWANG AGUNG,MUARADUA KISAM,OGAN KOMERING ULU SELATAN,32272,16
LAWANG AGUNG,PASEMAH AIR KERUH,EMPAT LAWANG,31595,16
LAWANG AGUNG,RUPIT,MUSI RAWAS,31654,16
LAWANG KIDUL,ILIR TIMUR II,PALEMBANG,30111,16
LAYA,BATURAJA BARAT,OGAN KOMERING ULU,32125,16
LAYAN,SUNGAI KERUH,MUSI BANYUASIN,30757,16
LEBAK BUDI,MERAPI BARAT,LAHAT,31471,16
LEBAK BUDI,TANJUNG AGUNG,MUARA ENIM,31355,16
LEBAK PERING,PEMULUTAN SELATAN,OGAN ILIR,30653,16
LEBANJAYA,TUAH NEGERI,MUSI RAWAS,31663,16
LEBONG / LEBUNG GAJAH,SEMATANG BORANG,PALEMBANG,30161,16
LEBUAY BANDUNG,MERAPI TIMUR,LAHAT,31471,16
LEBUNG BANDUNG,RANTAU ALAI,OGAN ILIR,30866,16
LEBUNG BATANG,PANGKALAN LAMPAM,OGAN KOMERING ILIR,30659,16
LEBUNG GAJAH,TULUNG SELAPAN,OGAN KOMERING ILIR,30655,16
LEBUNG ITAM,TULUNG SELAPAN,OGAN KOMERING ILIR,30655,16
LEBUNG JANGKAR,PEMULUTAN,OGAN ILIR,30653,16
LEBUNG,RANTAU BAYUR,BANYUASIN,30968,16
LECAH,LUBAI,MUARA ENIM,31173,16
LEKIS REJO,LUBUK RAJA,OGAN KOMERING ULU,32152,16
LEMATANG JAYA,MERAPI TIMUR,LAHAT,31471,16
LEMBAK,LEMBAK,MUARA ENIM,31171,16
LEMPUING INDAH,LEMPUING JAYA,OGAN KOMERING ILIR,30657,16
LESUNG BATU MUDA,RAWAS ULU,MUSI RAWAS,31656,16
LESUNG BATU,LINTANG KANAN,EMPAT LAWANG,31593,16
LESUNG BATU,MULAK ULU,LAHAT,31453,16
LESUNG BATU,PAGAR GUNUNG,LAHAT,31461,16
LESUNG BATU,RAWAS ULU,MUSI RAWAS,31656,16
LESUNG BATU,TANJUNG AGUNG,MUARA ENIM,31355,16
LETANG,BABAT SUPAT,MUSI BANYUASIN,30755,16
LIMANSARI,BUAY MADANG TIMUR,OGAN KOMERING ULU TIMUR,32361,16
LIMAU,SEMBAWA,BANYUASIN,30953,16
LIMBANG JAYA I,TANJUNG BATU,OGAN ILIR,30664,16
LIMBANG JAYA II,TANJUNG BATU,OGAN ILIR,30664,16
LIMBANG MULYA,SEMBAWA,BANYUASIN,30953,16
LINGGA,LAWANG KIDUL,MUARA ENIM,31711,16
LINGGAR JAYA,KIKIM TIMUR,LAHAT,31452,16
LINGGE,PENDOPO BARAT,EMPAT LAWANG,31593,16
LINGGO SARI,SUNGAI LILIN,MUSI BANYUASIN,30755,16
LINGKIS,JEJAWI,OGAN KOMERING ILIR,30652,16
LIRIK,PANGKALAN LAMPAM,OGAN KOMERING ILIR,30659,16
LOKA JAYA (PELANCU INDAH),KELUANG,MUSI BANYUASIN,30754,16
LONTAR,MUARA JAYA,OGAN KOMERING ULU,32155,16
LOROK PAKJO,ILIR BARAT I,PALEMBANG,30137,16
LOROK,INDRALAYA UTARA,OGAN ILIR,30862,16
LUBAI MAKMUR,LUBAI,MUARA ENIM,31173,16
LUBAI PERSADA,LUBAI,MUARA ENIM,31173,16
LUBAR,SIMPANG,OGAN KOMERING ULU SELATAN,32264,16
LUBUK AMAN,LUBUK LINGGAU BARAT SATU (I),LUBUK LINGGAU,31614,16
LUBUK ATUNG,PSEKSU,LAHAT,31419,16
LUBUK BANDUNG,PAYARAMAN,OGAN ILIR,30664,16
LUBUK BANJAR,LUBUK BATANG,OGAN KOMERING ULU,32192,16
LUBUK BANJAR,LUBUK RAJA,OGAN KOMERING ULU,32152,16
LUBUK BARU,SOSOH BUAY RAYAP,OGAN KOMERING ULU,32151,16
LUBUK BATANG BARU,LUBUK BATANG,OGAN KOMERING ULU,32192,16
LUBUK BATANG LAMA,LUBUK BATANG,OGAN KOMERING ULU,32192,16
LUBUK BESAR,TIANG PUMPUNG KEPUNGUT,MUSI RAWAS,31661,16
LUBUK BETUNG,MERAPI SELATAN,LAHAT,31471,16
LUBUK BINJAI,LUBUK LINGGAU SELATAN SATU (I),LUBUK LINGGAU,31626,16
LUBUK BINTIALO,BATANGHARI LEKO,MUSI BANYUASIN,30755,16
LUBUK BUAH,BATANGHARI LEKO,MUSI BANYUASIN,30755,16
LUBUK BUNTAK,DEMPO SELATAN,PAGAR ALAM,31521,16
LUBUK BUNTAK,TALANG PADANG,EMPAT LAWANG,31596,16
LUBUK CIK,LINTANG KANAN,EMPAT LAWANG,31593,16
LUBUK DALAM,KAYU AGUNG,OGAN KOMERING ILIR,30618,16
LUBUK DALAM,LENGKITI,OGAN KOMERING ULU,32158,16
LUBUK DALAM,TANJUNG SAKTI PUMI,LAHAT,31581,16
LUBUK DENDAN,MULAK ULU,LAHAT,31453,16
LUBUK DURIAN,LUBUK LINGGAU BARAT SATU (I),LUBUK LINGGAU,31611,16
LUBUK EMPELAS,MUARA ENIM,MUARA ENIM,31311,16
LUBUK GELANGGANG,TEBING TINGGI,EMPAT LAWANG,31453,16
LUBUK HARA,LENGKITI,OGAN KOMERING ULU,32158,16
LUBUK HARJO,BAYUNG LENCIR,MUSI BANYUASIN,30756,16
LUBUK HARJO,BELITANG MADANG RAYA,OGAN KOMERING ULU TIMUR,32386,16
LUBUK KARET,BETUNG,BANYUASIN,30958,16
LUBUK KELIAT,LUBUK KELIAT,OGAN ILIR,30868,16
LUBUK KELUMPANG,SALING,EMPAT LAWANG,31453,16
LUBUK KEMANG,RAWAS ULU,MUSI RAWAS,31656,16
LUBUK KEMILING,PENINJAUAN,OGAN KOMERING ULU,32191,16
LUBUK KEPAYANG,MERAPI BARAT,LAHAT,31471,16
LUBUK KETEPENG,JEJAWI,OGAN KOMERING ILIR,30652,16
LUBUK KUMBANG / KUMBUNG,KARANG JAYA,MUSI RAWAS,31654,16
LUBUK KUPANG,LUBUK LINGGAU SELATAN SATU (I),LUBUK LINGGAU,31626,16
LUBUK KUTA,KIKIM TIMUR,LAHAT,31452,16
LUBUK LANCANG,SUAK TAPEH,BANYUASIN,30958,16
LUBUK LAYANG ILIR,KIKIM TIMUR,LAHAT,31452,16
LUBUK LAYANG ULU,KIKIM TIMUR,LAHAT,31452,16
LUBUK LAYANG,PENDOPO,EMPAT LAWANG,31593,16
LUBUK LEBAN,SOSOH BUAY RAYAP,OGAN KOMERING ULU,32151,16
LUBUK LIKU,BUAY SANDANG AJI,OGAN KOMERING ULU SELATAN,32277,16
LUBUK LINGGAU ILIR,LUBUK LINGGAU BARAT DUA (II),LUBUK LINGGAU,31611,16
LUBUK LINGGAU ULU,LUBUK LINGGAU BARAT DUA (II),LUBUK LINGGAU,31611,16
LUBUK LUNGKANG,KIKIM SELATAN,LAHAT,31452,16
LUBUK MABAR,PSEKSU,LAHAT,31419,16
LUBUK MAKMUR,LEMPUING JAYA,OGAN KOMERING ILIR,30657,16
LUBUK MAS,RAWAS ULU,MUSI RAWAS,31656,16
LUBUK MUDA,MUARA KELINGI,MUSI RAWAS,31663,16
LUBUK MUMPO,GUNUNG MEGANG,MUARA ENIM,31352,16
LUBUK NAMBULAN,KIKIM TIMUR,LAHAT,31452,16
LUBUK NGIN BARU,SELANGIT,MUSI RAWAS,31625,16
LUBUK NGIN,SELANGIT,MUSI RAWAS,31625,16
LUBUK NIPIS,TANJUNG AGUNG,MUARA ENIM,31355,16
LUBUK PANDAN,MUARA LAKITAN,MUSI RAWAS,31666,16
LUBUK PAUH,BATUKUNING LAKITAN ULU (BTS) / CECAR,MUSI RAWAS,31652,16
LUBUK PEDARO / PEDARU,MERAPI SELATAN,LAHAT,31471,16
LUBUK PUDING BARU,ULU MUSI,EMPAT LAWANG,31594,16
LUBUK PUDING LAMA,ULU MUSI,EMPAT LAWANG,31594,16
LUBUK RAMAN,RAMBANG DANGKU,MUARA ENIM,31172,16
LUBUK RENGAS,RANTAU BAYUR,BANYUASIN,30968,16
LUBUK RUKAM,KANDIS,OGAN ILIR,30867,16
LUBUK RUKAM,PENINJAUAN,OGAN KOMERING ULU,32191,16
LUBUK RUMBAI BARU,RUPIT,MUSI RAWAS,31654,16
LUBUK RUMBAI,RUPIT,MUSI RAWAS,31654,16
LUBUK RUMBAI,TUAH NEGERI,MUSI RAWAS,31663,16
LUBUK SAKTI,INDRALAYA,OGAN ILIR,30862,16
LUBUK SAUNG,BANYUASIN III,BANYUASIN,30953,16
LUBUK SAUNG / SAWUNG,JARAI,LAHAT,31591,16
LUBUK SEBERUK,LEMPUING JAYA,OGAN KOMERING ILIR,30657,16
LUBUK SEGONANG,KANDIS,OGAN ILIR,30867,16
LUBUK SEKETI,KIKIM BARAT,LAHAT,31452,16
LUBUK SELO,GUMAY ULU,LAHAT,31461,16
LUBUK SEPANG,PENDOPO,EMPAT LAWANG,31593,16
LUBUK SEPANG,PULAU PINANG,LAHAT,31461,16
LUBUK TABUN,TANJUNG SAKTI PUMI,LAHAT,31581,16
LUBUK TAMPANG,KIKIM TIMUR,LAHAT,31452,16
LUBUK TAMPUI,PENUKAL UTARA,MUARA ENIM,31315,16
LUBUK TANJUNG,LUBUK LINGGAU BARAT SATU (I),LUBUK LINGGAU,31614,16
LUBUK TANJUNG,MUARA PINANG,EMPAT LAWANG,31592,16
LUBUK TAPANG,LINTANG KANAN,EMPAT LAWANG,31593,16
LUBUK TUA,MUARA KELINGI,MUSI RAWAS,31663,16
LUBUK TUBA,PSEKSU,LAHAT,31419,16
LUBUK TUNGGAL,RAMBANG KUANG,OGAN ILIR,30869,16
LUBUK TUPAK,MUARA JAYA,OGAN KOMERING ULU,32155,16
LUBUK ULAK,MUARA PINANG,EMPAT LAWANG,31592,16
LUMPATAN DUA (2),SEKAYU,MUSI BANYUASIN,30711,16
LUMPATAN,SEKAYU,MUSI BANYUASIN,30711,16
LUNAS JAYA,TANAH ABANG,MUARA ENIM,31314,16
LUNGGAIAN,LUBUK BATANG,OGAN KOMERING ULU,32192,16
MACANG MANIS,TALANG PADANG,EMPAT LAWANG,31596,16
MACANG SAKTI,SANGA DESA,MUSI BANYUASIN,30759,16
MADANG / MEDANG,SUMBER HARTA,MUSI RAWAS,30771,16
MADU GONDO,BELITANG JAYA,OGAN KOMERING ULU TIMUR,32385,16
MADURA,BUAY SANDANG AJI,OGAN KOMERING ULU SELATAN,32277,16
MADYA MULYA,LALAN (SUNGAI LALAN),MUSI BANYUASIN,30758,16
MAINAN,SEMBAWA,BANYUASIN,30953,16
MAJAPAHIT,LUBUK LINGGAU TIMUR SATU (I),LUBUK LINGGAU,31628,16
MAJAR,BUAY RAWAN,OGAN KOMERING ULU SELATAN,32211,16
MAJASARI,PRABUMULIH SELATAN,PRABUMULIH,31124,16
MAJATRA,PULAU RIMAU,BANYUASIN,30959,16
MAJU JAYA,PEMULUTAN SELATAN,OGAN ILIR,30653,16
MAJURIA,BANYUASIN II,BANYUASIN,30971,16
MAKARTI JAYA,MAKARTI JAYA,BANYUASIN,30972,16
MAKARTI JAYA,PENINJAUAN,OGAN KOMERING ULU,32191,16
MAKARTI MULYA,MESUJI,OGAN KOMERING ILIR,30681,16
MAKARTI TAMA,PENINJAUAN,OGAN KOMERING ULU,32191,16
MAKARTITAMA,LAHAT,LAHAT,31419,16
MAMBANG,MUARA KELINGI,MUSI RAWAS,31663,16
MANA RESMI,MUARA BELITI,MUSI RAWAS,31661,16
MANDALA SARI,LALAN (SUNGAI LALAN),MUSI BANYUASIN,30758,16
MANDI ANGIN,GUMAY TALANG,LAHAT,31419,16
MANDI ANGIN,RAWAS ILIR,MUSI RAWAS,31655,16
MANDI AUR,MUARA KELINGI,MUSI RAWAS,31663,16
MANDIANGIN,INDRALAYA SELATAN,OGAN ILIR,30862,16
MANGAN JAYA,MUARA KELINGI,MUSI RAWAS,31663,16
MANGGA BESAR,PRABUMULIH UTARA,PRABUMULIH,31125,16
MANGGAR RAYA,TANJUNG LAGO,BANYUASIN,30961,16
MANGGARIS (MENGGERIS),PAMPANGAN,OGAN KOMERING ILIR,30654,16
MANGGILANG,PENDOPO,EMPAT LAWANG,31593,16
MANGGUL,LAHAT,LAHAT,31419,16
MANGKUNEGARA,PENUKAL (PENUKAL ABAB),MUARA ENIM,31315,16
MANGSANG,BAYUNG LENCIR,MUSI BANYUASIN,30756,16
MANGUN HARJO,PURWODADI,MUSI RAWAS,31668,16
MANGUN JAYA,BABAT TOMAN,MUSI BANYUASIN,30752,16
MANGUN JAYA,KAYU AGUNG,OGAN KOMERING ILIR,30613,16
MANGUN JAYA,SIRAH PULAU PADANG,OGAN KOMERING ILIR,30652,16
MANGUN SARI,JARAI,LAHAT,31591,16
MANUNGGAL JAYA,RAMBANG DANGKU,MUARA ENIM,31172,16
MANUNGGAL MAKMUR,RAMBANG DANGKU,MUARA ENIM,31172,16
MARDIHARJO,PURWODADI,MUSI RAWAS,31668,16
MAREGA RUKUN (MARGO / MARGA RUKUN),MUARA SUGIHAN,BANYUASIN,30975,16
MARGA BAKTI (MARGO BHAKTI),MESUJI,OGAN KOMERING ILIR,30681,16
MARGA BAKTI,LUBUK LINGGAU UTARA SATU (I),LUBUK LINGGAU,31619,16
MARGA BAKTI,SINAR PENINJAUAN,OGAN KOMERING ULU,32159,16
MARGA BARU,MUARA LAKITAN,MUSI RAWAS,31666,16
MARGA CINTA,BELITANG MADANG RAYA,OGAN KOMERING ULU TIMUR,32362,16
MARGA MULIA,KIKIM TIMUR,LAHAT,31452,16
MARGA MULIA,RAMBANG,MUARA ENIM,31173,16
MARGA MULYA,LUBUK LINGGAU SELATAN DUA (II),LUBUK LINGGAU,31626,16
MARGA MULYA,SINAR PENINJAUAN,OGAN KOMERING ULU,32159,16
MARGA PUSPITA,MEGANG SAKTI,MUSI RAWAS,31657,16
MARGA RAHAYU,LUBUK LINGGAU SELATAN DUA (II),LUBUK LINGGAU,31626,16
MARGA RAHAYU,MUARA TELANG,BANYUASIN,30974,16
MARGA RAHAYU,TUNGKAL ILIR,BANYUASIN,30959,16
MARGA REJO (MARGOREJO),LUBUK LINGGAU UTARA SATU (I),LUBUK LINGGAU,31619,16
MARGA SAKTI,MUARA KELINGI,MUSI RAWAS,31663,16
MARGA SUGIHAN,MUARA PADANG,BANYUASIN,30975,16
MARGA SUNGSANG,BANYUASIN II,BANYUASIN,30971,16
MARGA TANI,AIR SUGIHAN,OGAN KOMERING ILIR,30656,16
MARGATANI,JAYA LOKA,MUSI RAWAS,31665,16
MARGATUNGGAL,JAYA LOKA,MUSI RAWAS,31665,16
MARGO KOYO,BELITANG JAYA,OGAN KOMERING ULU TIMUR,32382,16
MARGO MULYO 16,MUARA SUGIHAN,BANYUASIN,30975,16
MARGO MULYO,BELITANG II,OGAN KOMERING ULU TIMUR,32383,16
MARGO MULYO,TUNGKAL JAYA,MUSI BANYUASIN,30756,16
MARGO TANI,MADANG SUKU II,OGAN KOMERING ULU TIMUR,32366,16
MARGODADI,SEMENDAWAI SUKU III,OGAN KOMERING ULU TIMUR,32386,16
MARGOMULYO 20,MUARA PADANG,BANYUASIN,30975,16
MARGOREJO,SEMENDAWAI SUKU III,OGAN KOMERING ULU TIMUR,32386,16
MARGOTANI II,MADANG SUKU II,OGAN KOMERING ULU TIMUR,32366,16
MARGOYOSO,JAYA LOKA,MUSI RAWAS,31665,16
MARI BAYA,PEDAMARAN TIMUR,OGAN KOMERING ILIR,30672,16
MARIANA ILIR,BANYUASIN I,BANYUASIN,30962,16
MARIANA,BANYUASIN I,BANYUASIN,30962,16
MARKISA,LUBUK BATANG,OGAN KOMERING ULU,32192,16
MARTA JAYA,LUBUK RAJA,OGAN KOMERING ULU,32152,16
MARTA PURA,SIKAP DALAM,EMPAT LAWANG,31594,16
MASAM BULAN,TANJUNG SAKTI PUMI,LAHAT,31581,16
MASPURA,KIKIM TENGAH,LAHAT,31452,16
MATARAM JAYA,MESUJI RAYA,OGAN KOMERING ILIR,30681,16
MATARAM,TUGUMULYO,MUSI RAWAS,31662,16
MATAS,TANJUNG AGUNG,MUARA ENIM,31355,16
MAUR BARU,RUPIT,MUSI RAWAS,31654,16
MAUR LAMA,RUPIT,MUSI RAWAS,31654,16
MAYAPATI,PEMULUTAN SELATAN,OGAN ILIR,30653,16
MEGANG SAKTI I,MEGANG SAKTI,MUSI RAWAS,31657,16
MEGANG SAKTI II,MEGANG SAKTI,MUSI RAWAS,31657,16
MEGANG SAKTI III,MEGANG SAKTI,MUSI RAWAS,31657,16
MEGANG SAKTI IV,MEGANG SAKTI,MUSI RAWAS,31657,16
MEGANG SAKTI V,MEGANG SAKTI,MUSI RAWAS,31657,16
MEGANG,LUBUK LINGGAU UTARA DUA (II),LUBUK LINGGAU,31628,16
MEHANGGIN,MUARADUA,OGAN KOMERING ULU SELATAN,32211,16
MEKAR JADI,SUNGAI LILIN,MUSI BANYUASIN,30755,16
MEKAR JAYA,BATUKUNING LAKITAN ULU (BTS) / CECAR,MUSI RAWAS,31652,16
MEKAR JAYA,BAYUNG LENCIR,MUSI BANYUASIN,30756,16
MEKAR JAYA,BELITANG MADANG RAYA,OGAN KOMERING ULU TIMUR,32362,16
MEKAR JAYA,BUAY PEMACA,OGAN KOMERING ULU SELATAN,32265,16
MEKAR JAYA,KELUANG,MUSI BANYUASIN,30754,16
MEKAR JAYA,KIKIM BARAT,LAHAT,31452,16
MEKAR JAYA,LEMPUING,OGAN KOMERING ILIR,30657,16
MEKAR JAYA,LUBAI,MUARA ENIM,31173,16
MEKAR JAYA,MUARA SUGIHAN,BANYUASIN,30975,16
MEKAR JAYA,SOSOH BUAY RAYAP,OGAN KOMERING ULU,32151,16
MEKAR JAYA,TEBING TINGGI,EMPAT LAWANG,31453,16
MEKAR MUKTI,MUARA TELANG,BANYUASIN,30974,16
MEKAR SARI,LALAN (SUNGAI LALAN),MUSI BANYUASIN,30758,16
MEKAR SARI,MUARA KELINGI,MUSI RAWAS,31663,16
MEKAR SARI,MUARA TELANG,BANYUASIN,30974,16
MEKAR SARI,PULAU RIMAU,BANYUASIN,30959,16
MEKAR SARI,RANTAU ALAI,OGAN ILIR,30866,16
MEKAR SARI,SOSOH BUAY RAYAP,OGAN KOMERING ULU,32151,16
MEKAR WANGI,MESUJI,OGAN KOMERING ILIR,30681,16
MEKARJAYA,PEMULUTAN,OGAN ILIR,30653,16
MEKARJAYA,SUNGAI KERUH,MUSI BANYUASIN,30757,16
MEKARSARI,BANYUASIN II,BANYUASIN,30971,16
MEKARSARI,KELUANG,MUSI BANYUASIN,30754,16
MEKARSARI,MEGANG SAKTI,MUSI RAWAS,31657,16
MEKARSARI,WARKUK RANAU SELATAN,OGAN KOMERING ULU SELATAN,32274,16
MEKARTI JAYA,TEBING TINGGI,EMPAT LAWANG,31453,16
MELATI AGUNG,SEMENDAWAI TIMUR,OGAN KOMERING ULU TIMUR,32185,16
MELATI JAYA,SEMENDAWAI TIMUR,OGAN KOMERING ULU TIMUR,32185,16
MELILIAN / MILILIAN,GELUMBANG,MUARA ENIM,31171,16
MELUAI INDAH,CEMPAKA,OGAN KOMERING ULU TIMUR,32384,16
MENANG RAYA,PEDAMARAN,OGAN KOMERING ILIR,30672,16
MENANGA BESAR,SEMENDAWAI BARAT,OGAN KOMERING ULU TIMUR,32184,16
MENANGA SARI,SEMENDAWAI BARAT,OGAN KOMERING ULU TIMUR,32184,16
MENANGA TENGAH,SEMENDAWAI BARAT,OGAN KOMERING ULU TIMUR,32184,16
MENANTI SELATAN,KELEKAR,MUARA ENIM,31171,16
MENANTI,KELEKAR,MUARA ENIM,31171,16
MENDAH,JAYAPURA,OGAN KOMERING ULU TIMUR,32381,16
MENDALA,PENINJAUAN,OGAN KOMERING ULU,32191,16
MENDAYUN,MADANG SUKU I,OGAN KOMERING ULU TIMUR,32362,16
MENDINGIN,ULU OGAN,OGAN KOMERING ULU,32157,16
MENDIS JAYA,BAYUNG LENCIR,MUSI BANYUASIN,30756,16
MENDIS,BAYUNG LENCIR,MUSI BANYUASIN,30756,16
MENGKENANG,MULAK ULU,LAHAT,31453,16
MENGULAK,MADANG SUKU I,OGAN KOMERING ULU TIMUR,32362,16
MENTEN,RAMBUTAN,BANYUASIN,30967,16
MERAH MATA,BANYUASIN I,BANYUASIN,30962,16
MERANJAT I,INDRALAYA SELATAN,OGAN ILIR,30862,16
MERANJAT II,INDRALAYA SELATAN,OGAN ILIR,30862,16
MERANJAT III,INDRALAYA SELATAN,OGAN ILIR,30862,16
MERANJAT ILIR,INDRALAYA SELATAN,OGAN ILIR,30862,16
MERANTI,SUAK TAPEH,BANYUASIN,30958,16
MERAPI,MERAPI BARAT,LAHAT,31471,16
MERBAU,LUBUK BATANG,OGAN KOMERING ULU,32192,16
MERINDU,PAGAR GUNUNG,LAHAT,31461,16
MERPANG,RUNJUNG AGUNG,OGAN KOMERING ULU SELATAN,32278,16
MESAT JAYA,LUBUK LINGGAU TIMUR DUA (II),LUBUK LINGGAU,31624,16
MESAT SENI,LUBUK LINGGAU TIMUR DUA (II),LUBUK LINGGAU,31628,16
MESUJI JAYA,MESUJI MAKMUR,OGAN KOMERING ILIR,30681,16
